Column,Type,Name,Size,Score,P value,Benj. Hoch. FDR,Mean,Median
Type_2_pneumocytes avg_logFC,GOBP name,chromosome organization,474,0.080206416,0.00285716,0.078978955,0.026542289,0.01379544
Fn1+_macrophage avg_logFC,Keywords,Membrane,1936,0.08004526,1.66E-07,9.42E-05,0.109232123,0.186858699
Type_2_pneumocytes avg_logFC,GOBP name,cellular macromolecule metabolic process,3585,0.079895862,1.62E-13,8.35E-11,0.022907888,0.01339196
Type_2_pneumocytes avg_logFC,GOBP name,regulation of localization,1002,0.079560716,2.30E-05,0.001608315,0.025950572,0.01333961
non-classical_monocyte_(Ly6c2-) avg_logFC,GOMF name,transition metal ion binding,1126,0.079524433,1.20E-05,0.013232756,0.085280979,0.096594226
Type_2_pneumocytes avg_logFC,GOMF name,protein binding,1389,0.079287619,9.19E-07,0.000112777,0.026770938,0.01244304
Type_2_pneumocytes avg_logFC,GOBP name,regulation of protein phosphorylation,570,0.079173186,0.001284295,0.042877955,0.0266035,0.014015055
Plasma_cells avg_logFC,GOMF name,zinc ion binding,990,0.078722833,4.31E-05,0.007512156,0.019714539,0.063767526
Megakaryocytes avg_logFC,Keywords,Acetylation,1062,0.078702141,5.88E-05,0.016720137,0.361725073,0.459668845
Eosinophils,Keywords,Transcriptionregulation,882,0.07846023,0.000111017,0.031584407,0.079346197,0.115367748
Type_2_pneumocytes avg_logFC,Keywords,Alternativesplicing,3523,0.078377004,6.49E-13,4.62E-11,0.023477942,0.01213422
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cell proliferation,839,0.078306567,0.000127107,0.007027091,0.025973922,0.01132172
Type_2_pneumocytes avg_logFC,GOBP name,regulation of biological quality,1325,0.078231682,2.14E-06,0.000196789,0.023809316,0.01183705
Cd103+/Cd11b-_dendritic_cells avg_logFC,Keywords,Zinc-finger,939,0.078163464,6.83E-05,0.00648158,0.03876968,0.026357859
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,regulation of molecular function,925,0.077619897,9.14E-05,0.034821101,0.087000752,0.096330807
Plasma_cells avg_logFC,Keywords,Zinc-finger,864,0.077578414,0.000150986,0.005053578,0.020632057,0.062237199
Alveolar_macrophage avg_logFC,Keywords,Lipoprotein,441,0.077500689,0.005488864,0.080081123,0.024849282,0.001075328
Alveolar_macrophage avg_logFC,Keywords,Proteintransport,425,0.077156233,0.006619694,0.089681089,0.022150601,0.01516866
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cellular component organization,1012,0.077148555,3.72E-05,0.002433768,0.02655631,0.01220742
Cd103+/Cd11b-_dendritic_cells avg_logFC,GOMF name,DNA binding,1072,0.076641674,3.38E-05,0.037268587,0.036864941,0.027373926
Alveolar_macrophage avg_logFC,GOCC name,endoplasmic reticulum part,566,0.076495264,0.001990664,0.065913098,0.021579064,0.010886385
Fn1+_macrophage avg_logFC,GOCC name,membrane part,1759,0.076413792,1.30E-06,0.001545272,0.107933711,0.186858699
Mki67+_proliferating_cells avg_logFC,GOMF name,DNA binding,1112,0.075862475,2.97E-05,0.049105757,0.037226241,0.02091068
B_cells avg_logFC,Keywords,Directproteinsequencing,1009,0.075700912,6.13E-05,0.003877069,0.042009224,0.040563911
non-classical_monocyte_(Ly6c2-) avg_logFC,GOMF name,zinc ion binding,993,0.07541164,8.68E-05,0.026131242,0.082481001,0.09692812
CD209+/Cd11b+_dendritic_cells avg_logFC,GOMF name,DNA binding,1019,0.075213712,7.39E-05,0.048920302,0.05482967,0.045034379
non-classical_monocyte_(Ly6c2-) avg_logFC,SigInOne,FALSE,10590,0.075191121,0.014436109,0.028872218,0.051637407,0.075147163
Alveolar_macrophage avg_logFC,GOBP name,positive regulation of macromolecule metabolic process,1130,0.075058528,2.66E-05,0.007800441,0.024554012,0.0032254
Type_2_pneumocytes avg_logFC,GOBP name,phosphate-containing compound metabolic process,512,0.075001187,0.003785561,0.094254061,0.025346391,0.012836875
Type_2_pneumocytes avg_logFC,GOBP name,phosphorus metabolic process,512,0.075001187,0.003785561,0.094026394,0.025346391,0.012836875
Eosinophils,Keywords,Transcription,927,0.074946481,0.000159141,0.030183752,0.07765974,0.114065401
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,DNA-binding,671,0.074875474,0.001134935,0.046127003,0.090812648,0.098822571
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of developmental process,531,0.074870051,0.003261928,0.086006179,0.025650892,0.01114766
Type_2_pneumocytes avg_logFC,GOBP name,cellular macromolecule biosynthetic process,1445,0.074552099,2.62E-06,0.000233971,0.02303734,0.01272212
Type_2_pneumocytes avg_logFC,GOBP name,vesicle-mediated transport,536,0.074224064,0.003391905,0.087635573,0.024976368,0.01295149
Type_2_pneumocytes avg_logFC,Keywords,Repeat,3054,0.074001816,1.30E-10,6.73E-09,0.02419242,0.01062806
Plasma_cells avg_logFC,Keywords,Alternativesplicing,2473,0.074001644,2.11E-08,2.00E-06,0.005168283,0.061154962
Type_2_pneumocytes avg_logFC,GOBP name,organelle organization,1403,0.073724324,4.55E-06,0.000380102,0.025720394,0.01399454
classical_monocyte_(Ly6c2+) avg_logFC,Keywords,Phosphoprotein,3686,0.073710618,3.74E-10,2.13E-07,0.093891884,0.126571096
B_cells avg_logFC,Keywords,3D-structure,864,0.073460193,0.000295319,0.011202448,0.044886603,0.040490186
Type_2_pneumocytes avg_logFC,GOCC name,cytoskeletal part,986,0.073417031,0.000105611,0.003702607,0.025700754,0.012651195
B_cells avg_logFC,GOBP name,RNA biosynthetic process,1029,0.073376641,8.86E-05,0.030375788,0.040423678,0.04050279
Mki67+_proliferating_cells avg_logFC,GOBP name,protein modification process,1131,0.073333165,4.75E-05,0.037554084,0.035547101,0.021050639
B_cells avg_logFC,GOCC name,cytosol,816,0.073096846,0.000453917,0.03182758,0.044077652,0.041003095
B_cells avg_logFC,Keywords,Phosphoprotein,4195,0.073012905,9.46E-12,5.38E-09,0.035911869,0.037205972
Alveolar_macrophage avg_logFC,GOBP name,positive regulation of metabolic process,1219,0.072881619,2.41E-05,0.00728275,0.02316552,0.002952009
Mki67+_proliferating_cells avg_logFC,GOCC name,nuclear part,1725,0.072385331,1.41E-06,0.001684829,0.035151352,0.02091068
Type_2_pneumocytes avg_logFC,GOBP name,nitrogen compound metabolic process,2790,0.072253803,1.42E-09,2.86E-07,0.022890713,0.013080715
Type_2_pneumocytes avg_logFC,GOBP name,regulation of phosphorylation,619,0.072230304,0.002240883,0.066598257,0.025127928,0.01314173
B_cells avg_logFC,GOBP name,protein modification process,1193,0.072093443,3.79E-05,0.016957451,0.039152446,0.040552121
Type_2_pneumocytes avg_logFC,GOCC name,macromolecular complex,3064,0.071960427,3.90E-10,4.23E-08,0.02390039,0.012619545
Type_2_pneumocytes avg_logFC,Keywords,Coiledcoil,1372,0.071893355,9.62E-06,0.000188813,0.022980497,0.014023355
classical_monocyte_(Ly6c2+) avg_logFC,Keywords,3D-structure,770,0.071793514,0.000890202,0.050652475,0.11071661,0.1332919
Mki67+_proliferating_cells avg_logFC,GOBP name,macromolecule modification,1199,0.071562863,4.61E-05,0.039520196,0.035146001,0.019158481
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cell differentiation,804,0.071326564,0.000625109,0.025507919,0.025059378,0.0114549
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,positive regulation of macromolecule metabolic process,922,0.071261799,0.000335123,0.093137112,0.086102489,0.092418402
B_cells avg_logFC,GOBP name,nucleic acid metabolic process,1890,0.071019938,6.94E-07,0.001784658,0.037033939,0.040621286
Alveolar_macrophage avg_logFC,GOBP name,transport,1613,0.070941012,3.16E-06,0.002030512,0.02178418,0.006328939
Type_2_pneumocytes avg_logFC,GOBP name,cellular nitrogen compound metabolic process,2701,0.070931569,4.49E-09,8.11E-07,0.022575763,0.013063
Type_2_pneumocytes avg_logFC,GOBP name,macromolecule biosynthetic process,1473,0.070863857,6.62E-06,0.000540544,0.022914274,0.01245251
Cd103+/Cd11b-_dendritic_cells avg_logFC,Keywords,Transcriptionregulation,975,0.070840768,0.000241198,0.013724169,0.037305266,0.029003929
Alveolar_macrophage avg_logFC,GOBP name,response to organic substance,1000,0.070405549,0.000195624,0.032445163,0.023239741,0.00574002
Plasma_cells avg_logFC,GOMF name,transition metal ion binding,1134,0.070288013,0.000104453,0.015724935,0.018210066,0.059111182
B_cells avg_logFC,GOBP name,macromolecule modification,1265,0.070230361,3.78E-05,0.017660179,0.038527706,0.040552121
Cd103+/Cd11b-_dendritic_cells avg_logFC,Keywords,Transcription,1025,0.070186713,0.000198337,0.01253933,0.035277764,0.02974285
Alveolar_macrophage avg_logFC,GOCC name,organelle membrane,1485,0.070046058,9.15E-06,0.000839404,0.021201223,0.008482973
Mki67+_proliferating_cells avg_logFC,GOBP name,RNA biosynthetic process,974,0.069930988,0.000288654,0.092757149,0.03792318,0.0194376
B_cells avg_logFC,Keywords,Nucleotide-binding,1284,0.069789337,3.75E-05,0.002668844,0.042834331,0.040145716
Type_2_pneumocytes avg_logFC,Keywords,Zinc-finger,1210,0.069745559,5.07E-05,0.000848746,0.024713235,0.01111271
B_cells avg_logFC,GOBP name,regulation of multicellular organismal process,1072,0.069728549,0.000147367,0.043296299,0.041422029,0.03933759
Alveolar_macrophage avg_logFC,GOBP name,regulation of multicellular organismal process,1224,0.069158903,5.94E-05,0.014553508,0.02468955,0
Type_2_pneumocytes avg_logFC,Keywords,Acetylation,1836,0.068749721,1.41E-06,4.01E-05,0.022973562,0.015716925
Type_2_pneumocytes avg_logFC,GOBP name,macromolecule metabolic process,3988,0.068622471,4.60E-11,1.35E-08,0.022091595,0.0122683
Mki67+_proliferating_cells avg_logFC,GOBP name,RNA metabolic process,1454,0.068533931,2.17E-05,0.027894804,0.036315863,0.017646555
B_cells avg_logFC,Keywords,Transcriptionregulation,1054,0.068522586,0.00021473,0.008727223,0.04185415,0.038689435
Alveolar_macrophage avg_logFC,GOCC name,membrane part,3427,0.068370474,1.17E-09,3.50E-07,0.018955636,9.74E-05
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Phosphoprotein,3738,0.068190831,4.61E-09,2.62E-06,0.070971841,0.09062862
Ciliated_cells avg_logFC,Keywords,Mitochondrion,804,0.06780377,0.001189024,0.056379576,0.029931975,0.022827065
Type_2_pneumocytes avg_logFC,GOBP name,cellular response to stress,704,0.067723521,0.002301989,0.067248162,0.024397675,0.01397307
CD209+/Cd11b+_dendritic_cells avg_logFC,GOCC name,nucleus,2258,0.067707182,6.52E-07,0.00077669,0.044795768,0.04119412
Alveolar_macrophage avg_logFC,Keywords,Membrane,3730,0.067419656,6.59E-10,1.88E-07,0.019247308,0
Cd103+/Cd11b-_dendritic_cells avg_logFC,Keywords,Nucleus,2764,0.067390818,7.46E-08,4.25E-05,0.031227635,0.021180579
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,ATP-binding,851,0.067348576,0.001083301,0.047415252,0.076335956,0.097005486
CD209+/Cd11b+_dendritic_cells avg_logFC,GOBP name,regulation of nucleobase-containing compound metabolic process,1801,0.067229819,6.06E-06,0.031170516,0.047858281,0.041710619
Alveolar_macrophage avg_logFC,GOBP name,establishment of localization,1657,0.066880718,8.76E-06,0.003338076,0.021053583,0.005368313
Type_2_pneumocytes avg_logFC,GOCC name,intracellular organelle,5925,0.066547436,6.34E-13,1.26E-10,0.020718739,0.01123631
Type_2_pneumocytes avg_logFC,GOBP name,regulation of multicellular organismal development,882,0.066542998,0.000854914,0.031736752,0.025130403,0.01113007
CD209+/Cd11b+_dendritic_cells avg_logFC,Keywords,Transferase,885,0.066523549,0.001007118,0.081864272,0.050970169,0.044063538
Type_2_pneumocytes avg_logFC,GOBP name,cellular component assembly,938,0.066174366,0.000640849,0.025944304,0.025390419,0.012645165
B_cells avg_logFC,Keywords,Acetylation,1771,0.066168407,6.84E-06,0.00077829,0.035034908,0.042643249
Alveolar_macrophage avg_logFC,GOBP name,positive regulation of cellular process,2148,0.066156554,8.96E-07,0.001316469,0.020205817,0.002037527
CD209+/Cd11b+_dendritic_cells avg_logFC,GOBP name,regulation of nitrogen compound metabolic process,1818,0.06611797,7.96E-06,0.027284904,0.047269867,0.041873135
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Metal-binding,1700,0.065609051,1.66E-05,0.001348955,0.078820848,0.091735009
Type_2_pneumocytes avg_logFC,GOCC name,organelle,5965,0.06560624,1.22E-12,1.83E-10,0.020648393,0.01115107
Alveolar_macrophage avg_logFC,GOBP name,regulation of biological quality,1183,0.065589576,0.000177484,0.03093333,0.020100749,0.001075328
Ciliated_cells avg_logFC,GOCC name,cytosol,880,0.065506927,0.001083877,0.092284405,0.033771729,0.017422104
Alveolar_macrophage avg_logFC,Keywords,Transmembrane,2561,0.065486637,1.75E-07,1.99E-05,0.019433759,0
B_cells avg_logFC,Keywords,Transcription,1105,0.065357791,0.000309579,0.0110094,0.04041192,0.03778322
Type_2_pneumocytes avg_logFC,GOBP name,regulation of phosphate metabolic process,689,0.065147586,0.003705692,0.092714434,0.023587672,0.01314173
Alveolar_macrophage avg_logFC,GOBP name,regulation of developmental process,1018,0.065132212,0.000512276,0.064240721,0.023289171,0
Cd103+/Cd11b-_dendritic_cells avg_logFC,GOCC name,nuclear part,1688,0.064727644,1.97E-05,0.011752365,0.032460845,0.019997615
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,"regulation of transcription, DNA-dependent",1487,0.064703987,5.88E-05,0.023267327,0.078512765,0.094213083
Alveolar_macrophage avg_logFC,Keywords,Cellmembrane,1187,0.064597499,0.000217243,0.009508559,0.022672173,0
Type_2_pneumocytes avg_logFC,GOBP name,cellular biosynthetic process,2096,0.064577657,1.58E-06,0.00015089,0.022596006,0.01171228
Fn1+_macrophage avg_logFC,GOCC name,membrane,1639,0.064573534,6.59E-05,0.019645414,0.09972226,0.186858699
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,regulation of cellular biosynthetic process,1754,0.064540665,1.78E-05,0.014105547,0.078853915,0.09246267
Type_2_pneumocytes avg_logFC,GOBP name,primary metabolic process,4961,0.064482065,3.08E-11,9.33E-09,0.021225752,0.01157638
B_cells avg_logFC,GOBP name,positive regulation of cellular process,1946,0.064436552,5.16E-06,0.006630784,0.036317236,0.03873384
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Nucleus,2607,0.064258091,7.03E-07,0.000200044,0.071573031,0.094760641
B_cells avg_logFC,GOMF name,purine ribonucleoside triphosphate binding,1379,0.064201889,9.05E-05,0.037454262,0.04242468,0.03759104
Fn1+_macrophage avg_logFC,GOCC name,intrinsic to membrane,1297,0.064141936,0.000283043,0.067477471,0.102047444,0.186858699
Type_2_pneumocytes avg_logFC,GOBP name,cellular metabolic process,4928,0.063967044,4.82E-11,1.31E-08,0.020790721,0.01191318
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,regulation of RNA metabolic process,1550,0.063929962,5.37E-05,0.022069704,0.080291031,0.09246267
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,positive regulation of biological process,1906,0.063901886,1.13E-05,0.011576864,0.081182118,0.089503169
B_cells avg_logFC,GOBP name,RNA metabolic process,1526,0.063789231,4.76E-05,0.018128478,0.035499671,0.039452691
Alveolar_macrophage avg_logFC,GOBP name,positive regulation of biological process,2374,0.063683135,8.31E-07,0.001424904,0.020042261,0.000940859
Alveolar_macrophage avg_logFC,GOCC name,integral to membrane,2579,0.063679797,3.51E-07,8.37E-05,0.019105182,0
Cd103+/Cd11b-_dendritic_cells avg_logFC,GOBP name,regulation of nitrogen compound metabolic process,1939,0.063650404,8.88E-06,0.091282572,0.031902668,0.02159973
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,regulation of nucleobase-containing compound metabolic process,1804,0.063582222,1.91E-05,0.013110365,0.079133659,0.091789465
B_cells avg_logFC,GOMF name,purine ribonucleotide binding,1392,0.063366143,0.000104467,0.034599541,0.042145156,0.037200285
B_cells avg_logFC,GOMF name,ribonucleotide binding,1392,0.063366143,0.000104467,0.031454128,0.042145156,0.037200285
Alveolar_macrophage avg_logFC,Keywords,Transmembranehelix,2518,0.063311721,5.26E-07,4.99E-05,0.019118639,0
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,regulation of gene expression,1803,0.063168987,2.17E-05,0.013976984,0.079519485,0.090061717
Type_2_pneumocytes avg_logFC,GOBP name,biosynthetic process,2179,0.063005969,1.92E-06,0.000177418,0.022799697,0.01159342
Type_2_pneumocytes avg_logFC,Keywords,Cellmembrane,1371,0.062968226,0.000106719,0.001734945,0.022439395,0.008956941
Mki67+_proliferating_cells avg_logFC,Keywords,Transcription,1038,0.062958842,0.000780289,0.073997372,0.034044204,0.020684655
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,cellular response to stimulus,1898,0.062867732,1.61E-05,0.015039437,0.083575399,0.086305067
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,cellular macromolecule metabolic process,2892,0.062838223,5.14E-07,0.001760182,0.07366633,0.090272803
B_cells avg_logFC,GOMF name,purine nucleotide binding,1397,0.062785918,0.000117849,0.032526238,0.042064255,0.037161279
B_cells avg_logFC,GOBP name,regulation of signaling,1097,0.062717925,0.000560583,0.099387452,0.039861677,0.036000859
non-classical_monocyte_(Ly6c2-) avg_logFC,GOMF name,binding,5088,0.062582207,1.53E-08,5.07E-05,0.067732038,0.084290192
Cd103+/Cd11b-_dendritic_cells avg_logFC,GOMF name,nucleic acid binding,1933,0.062578239,1.29E-05,0.042574079,0.030649091,0.0212071
non-classical_monocyte_(Ly6c2-) avg_logFC,GOMF name,nucleic acid binding,1815,0.062472527,2.55E-05,0.014064004,0.076680284,0.091922954
Mki67+_proliferating_cells avg_logFC,Keywords,Nucleus,2824,0.062424104,4.82E-07,0.000274108,0.030562338,0.016761175
B_cells avg_logFC,GOBP name,positive regulation of biological process,2157,0.062240019,4.36E-06,0.007475299,0.03592834,0.0382904
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,regulation of nitrogen compound metabolic process,1820,0.062221561,2.69E-05,0.015367925,0.078864594,0.090639681
Cd103+/Cd11b-_dendritic_cells avg_logFC,GOBP name,regulation of nucleobase-containing compound metabolic process,1921,0.062217988,1.51E-05,0.077871269,0.031684559,0.02121662
Mki67+_proliferating_cells avg_logFC,GOMF name,nucleic acid binding,2003,0.062168209,1.06E-05,0.035245202,0.032012096,0.0118472
Mki67+_proliferating_cells avg_logFC,GOBP name,cellular protein metabolic process,1422,0.061679483,0.00015355,0.063158283,0.029679474,0.019158481
Ciliated_cells avg_logFC,Keywords,3D-structure,940,0.061563926,0.001537636,0.05832764,0.030402121,0.022148465
Alveolar_macrophage avg_logFC,GOCC name,intrinsic to membrane,2647,0.06154166,6.58E-07,9.80E-05,0.018512971,0
B_cells avg_logFC,Keywords,Nucleus,2921,0.061328624,3.61E-07,0.000102611,0.03441466,0.038348138
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Nucleotide-binding,1085,0.061293217,0.00090306,0.04282008,0.075417933,0.091795743
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,positive regulation of cellular process,1725,0.061231711,5.28E-05,0.022607401,0.080791618,0.088803627
CD209+/Cd11b+_dendritic_cells avg_logFC,GOBP name,cellular response to stimulus,1956,0.061111646,2.14E-05,0.043954151,0.0465088,0.031999659
